id,title,feedback_correct,feedback_incorrect
fa449042-4a9f-4bc3-a932-02c09c78336f,traffic jam | open road,"Nailed it! The open road represents the uninhibited flow of movement (IS), while a traffic jam is a rigid, stagnant structure of gridlock (IT).","That isn’t the consensus answer. Most people map the ""freedom of movement"" to IS and the ""congestion"" to the dense weight of IT."
713298a6-8c84-425d-97fe-689ac86aa00c,transparent | opaque,"Spot on! Transparency allows for the unhindered flow of light (IS), while opacity is the solid, material barrier of IT.","The majority has a different perspective. The crowd typically maps the ""clear flow"" to IS and the ""solid block"" to the structure of IT."
c7ab202a-da38-4e98-9a84-cc664a21ea5c,tree | electrical tower,"You’re seeing the pattern. A tree is an organic, self-organizing flow of life (IS), while an electrical tower is a man-made, rigid metal structure (IT).","That choice doesn't quite align with the crowd. The consensus is that the ""wild growth"" is IS and the ""constructed grid"" is the material IT."
6e4afb80-f345-4074-84f8-2e8a413c2ba5,unique | standard,"You’ve got it. Uniqueness is the singular, non-repeatable expression of IS, while a standard is a repeatable, structured template of IT.","The group's intuition led them elsewhere. Most see the ""original spark"" as IS and the ""common mold"" as the structure of IT."
fd851b4a-68b1-4c3d-892d-a405919a80c1,unity | division,"Harmonious mapping. Unity represents the cohesive, singular flow of the ""One"" (IS), while division creates separate, materialized parts in IT.","It’s a matter of opinion, but most disagree. The consensus is that the ""unified whole"" is IS and the ""separated parts"" reflect the density of IT."
527c1e2f-321b-4965-a9c9-fb7760a79ae2,up | down,"Great intuition. ""Up"" represents the rising, expansive direction of IS, while ""down"" represents the falling, grounding weight of IT.","The collective consensus points elsewhere. Most players associate the ""ascending spirit"" with IS and the ""descending matter"" with IT."
f0404032-86a1-4c3c-aae2-d3db6e88848f,variety | repetition,"Superb. Variety represents the unpredictable, shifting flow of IS, while repetition is the mechanical, rhythmic structure of IT.","That mapping hasn't gained much traction. Most players map the ""novelty"" to the spark of IS and the ""loop"" to the template of IT."
f9914651-0ca9-404e-8636-16c841ae3ca5,verb | noun,"Perfect alignment. Verbs describe the action and ""doing"" of IS, while nouns label the stable, fixed objects of IT.","Not quite what the collective had in mind. The crowd typically maps the ""action"" to the animating force and the ""thing"" to the material structure."
957685ed-6f12-4248-a3d3-a2c216a9bb0e,vibrant | stagnant,"Brilliant. Vibrancy represents the high-frequency, active energy of IS, while stagnation is the inert, heavy state of IT.","Most members view this one differently. Most players associate the ""radiant flow"" with IS and the ""lack of movement"" with IT."
325912a4-4f58-43fc-8236-24288b5256fd,vowels | consonants,"Way to go. Vowels provide the fluid, open-ended breath of IS, while consonants provide the structural, hard-stopping boundaries of IT.","Interesting take, though it’s not the common one. The crowd maps the ""open flow"" of vowels to IS and the ""constricted"" sounds of consonants to IT."
f4d375f1-ad55-4849-93d1-773df5ad5f8e,wave | particle,"A masterstroke of mapping. The wave represents the non-local, energetic vibration of IS, while the particle is the localized point of matter in IT.","That isn't how the majority perceives this pair. The consensus is that the ""energy field"" is IS and the ""fixed point"" is the material IT."
c2232fce-2e61-48e3-8892-1192fc0848c3,whole | part,"You are in sync with the Construct. The ""whole"" represents the infinite totality of IS, while the ""part"" is a specific, separate manifestation in IT.","The crowd's consensus shifted the other way. Most players map the ""undivided source"" to IS and the ""separated piece"" to the structure of IT."
6903c086-6046-4ef2-986f-c9a07f8545e0,yes | no,"Bingo. ""Yes"" is the expansive, affirmative flow of creation (IS), while ""no"" is the definitive boundary and negation of structure (IT).","While an interesting angle, most players didn’t agree. Most players map the ""open door"" of yes to IS and the ""closed door"" of no to IT."
